artistId	channelId	Recently Uploaded Videos	Upload Times
24413557	UCBY-fne-oXNKuemmU1VYMNw	[u'mZUKYsJdQbQ', u'Bz61neK-JVs', u'IxNu9o5-_yo']	[u'2014-11-10T08:11:31.000Z', u'2014-09-25T14:51:38.000Z', u'2014-09-02T17:00:08.000Z']
333263	UC-v90UYumtYvoPqBy-Xphxw	[u'SK-AbqXR5Vw', u'tStSE1XpvPk']	[u'2014-12-12T20:10:42.000Z', u'2014-12-11T19:36:23.000Z']
222649	UCoCDbYTWi5zYSTuj5hfKnDA	[u'kQ8fy5MkgZg', u'WToGGHh826g']	[u'2014-07-08T08:37:11.000Z', u'2014-07-08T08:35:04.000Z']
13849076	UCOd23Ov557AZ3jhIdWN-rgA	[]	[]
1489	UCs5WMDtJoMaX5vIMus_cPhg	[]	[]
27722467	UCxoM9KdauMe0gdlPkiqDMEg	[u'9d7ObronQKA', u'usAvfYCkIKY', u'UcX_GBv0-44', u'T1S72ky8Tkw']	[u'2014-03-25T02:12:52.000Z', u'2014-03-15T21:27:44.000Z', u'2013-06-25T19:44:35.000Z', u'2013-04-28T02:48:17.000Z']
27874567	UCeIN44vorgrA3QS1s-S6G1w	[]	[]
27874903	UC9ja-47rp-MyGBrfPWu3e9w	[u'tNbmkAue_04']	[u'2014-11-10T04:17:21.000Z']
342616	UCLlHJRoXl6-9-w_3XtASFSw	[u'i8RBfOVwvAI', u'3sdGTKQD_q0', u'AdRx4_lb36M', u'EQM0faifMwc', u'p9VgGnVjR5c']	[u'2014-07-25T20:48:54.000Z', u'2014-03-26T15:00:02.000Z', u'2014-01-16T19:23:44.000Z', u'2013-12-03T13:58:16.000Z', u'2013-12-03T13:56:23.000Z']
228688	UCL9m8xiazo_99ZOabHxbaLQ	[u'XWRqQyqyb1c', u'N5sd46gCS4E', u'vpPLJAN_WOo', u'QvusteqCUWw', u'5nvmwbLPepU']	[u'2014-12-08T03:59:30.000Z', u'2014-11-28T04:13:54.000Z', u'2014-10-06T18:30:16.000Z', u'2014-06-02T04:36:29.000Z', u'2014-06-02T01:03:27.000Z']
14335027	UCaS1CH1ABPzWnPNHsfEOD4g	[u'qbM-Tp79aH8', u'9lXsF-FZ8WM', u'i7FZ8DxR6mU']	[u'2014-12-13T01:46:58.000Z', u'2014-12-13T01:12:42.000Z', u'2014-12-12T05:33:15.000Z']
341076	UC2WgMQCyDeK-gY6sGA26EuQ	[u'Kvof1ZMzzs0', u'59_MSo5dzjM', u'NlYsru-gP8A']	[u'2014-10-11T13:54:23.000Z', u'2014-09-17T11:12:55.000Z', u'2014-08-19T23:21:19.000Z']
13935181	UCGs8b8gWkSYYVjBP68wjx0g	[]	[]
27877475	UCNdsbQXcQYh-AlGRj9d3kgw	[u'VnsqebIsN5g']	[u'2014-08-09T23:46:39.000Z']
27877608	UCsG6vCrS2fZx6srlTsFeU7Q	[u'QWm-YwWfQFQ', u'7EmRVA2_xAQ', u'lNdMZTBV4XE', u'z5Fca2CidxQ', u'QGSVWIE4N6I']	[u'2013-10-31T22:51:32.000Z', u'2012-08-03T19:59:25.000Z', u'2009-11-30T17:12:49.000Z', u'2009-11-11T05:59:17.000Z', u'2009-10-28T21:08:37.000Z']
118770	UCeLP29YrvAJCi0iak7SRTGg	[u'UA6lHyX2p2o']	[u'2011-09-30T03:27:54.000Z']
52168	UCUSN3HDAGUy01S1B8pfld1A	[u'g99mlBiQJzc', u'aTH-6fBExRA']	[u'2014-03-20T13:37:00.000Z', u'2013-01-16T08:01:16.000Z']
13776147	UCl-gdBfTknGtbK97aBxsMCw	[u'lKltGJ9uYVU', u'5GEMZF-5H_0']	[u'2013-12-20T13:15:24.000Z', u'2013-11-18T17:38:52.000Z']
267023	UC-MdciL6Adul7zWVA6zF8nw	[]	[]
27879256	UCEWLHEQ9YneaE0NBQbpJ9sA	[u'S0MbXtkShts']	[u'2014-09-08T12:27:57.000Z']
516796	UCOBWXgg7pyv1W9hfN8L-ubw	[]	[]
13935665	UC3Ln2clVeE2MqUhUz69VRWQ	[u'J6eir2jKI7k']	[u'2014-05-01T15:49:13.000Z']
24929940	UCHWJD3niQpHco1UjPYW0epg	[u'QFHBrj4IzaM', u'TinKeWkXuW8', u'fXbtgUGPZcA', u'ZndulZ9yQNs', u'LQ6HrmyE9-s']	[u'2014-12-12T17:51:58.000Z', u'2014-12-02T15:32:50.000Z', u'2014-10-29T17:14:51.000Z', u'2014-10-23T17:04:12.000Z', u'2014-10-14T15:10:10.000Z']
27880691	UCvzIrrAK0NHNiybAMJBjwcA	[u'4E-_pLZtFdU']	[u'2014-05-11T07:37:43.000Z']
318297	UCZ2SWdzxsGQ0PfVF9I44aTQ	[u'v4SRmuqUdug', u'B0-SUWvhOjA']	[u'2012-09-10T12:26:38.000Z', u'2011-12-30T16:43:15.000Z']
13774974	UCIQuxcpAuj2UyrVPN4wvGGw	[u'3LEsuXg8SPo', u'JatF5n0_VjA', u'ZEhKze1e_2U']	[u'2014-09-21T00:26:09.000Z', u'2014-09-12T16:30:03.000Z', u'2014-08-23T19:08:02.000Z']
13972252	UCFvx1ZR9wXAhndgn3ZzbDMw	[u'EVLLtsMVxIs', u'04omIZDDHow', u'8E8q4mS2vaU', u'UvjZUGB-EkQ']	[u'2009-02-18T22:02:27.000Z', u'2009-02-20T21:55:52.000Z', u'2009-02-20T21:39:23.000Z', u'2009-02-20T21:25:37.000Z']
262842	UCpOu2GN4UfC1jjCz7nMlLSA	[u'h5a0NCFyczs']	[u'2014-11-30T16:57:49.000Z']
27528040	UC_1UEbCAh6Hf0RDpHDgob7Q	[u'4_FpPgw3pys', u'Y1VEMwHNPAw', u'HXhjelELj3Q']	[u'2014-07-07T15:00:r2DlaIlQA	[u'Uut5bS13P0c', u'Ig_X5Fpcz68', u'-nI8Cts33B8']	[u'2014-11-30T20:49:19.000Z', u'2014-11-15T17:34:45.000Z', u'2014-11-15T10:28:53.000Z']
27799890	UCwOidVImedj9vyjHmnSS9Ug	[u'RUo8Kofkrd8']	[u'2013-07-27T17:30:48.000Z']
35526	UCo5N9R8-srgbz2z1SI_ro9g	[u'pxOPyiq4RxQ', u'thjWeRM-0G8', u'ufw148Ko2kQ', u'K2NbwcFkyqI']	[u'2012-07-10T10:29:12.000Z', u'2012-07-10T10:23:49.000Z', u'2012-07-10T10:16:17.000Z', u'2012-06-23T11:34:22.000Z']
74636	UCdzt4CnLvml3PSA3N-GO6Lw	[]	[]
26804827	UCWh0g-R1FgpWK0ENDnU8k8A	[u'gGKxClD10oQ', u'nmpWmuG7mr0', u'T7kGUsxaQOU']	[u'2011-11-02T14:24:25.000Z', u'2011-11-01T21:04:24.000Z', u'2011-02-21T07:07:58.000Z']
27877980	UCDVKYPXwdYUQfgA05CkyFSg	[u'gaq_cnlTiMI']	[u'2014-12-08T21:06:50.000Z']
297291	UC8tUpGe627YRThYc1JdFVLg	[u'5yEggeOuj5s', u'BZcDRl2Dafw', u'MHxQCuGX4XA']	[u'2012-07-13T07:00:21.000Z', u'2011-04-01T18:36:54.000Z', u'2011-03-25T09:06:00.000Z']
551627	UC1soL4FLKSU6-XBzyCY_xYg	[u'U1y3gJGZxKk', u'ZTkGTfsMRYE', u'3uwca-NQSn4']	[u'2014-07-02T13:03:46.000Z', u'2014-05-08T15:00:04.000Z', u'2014-06-05T12:23:17.000Z']
14373652	UCWeO_oOb-StzChU8v4nnDWw	[]	[]
24671887	UCrgmxxjNP1IEZ5HmOoywMxg	[u'Hey8Z8yEGtc', u'8yBzgqY1DsY', u'krjTUYad0jI', u'6XhiN1NoFx0']	[u'2014-12-05T09:31:17.000Z', u'2014-10-31T11:40:40.000Z', u'2014-10-17T09:24:05.000Z', u'2014-09-11T19:36:38.000Z']
14354267	UCRC74iukYTRgzOZhlQq1f7A	[]	[]
27876042	UCvzIrrAK0NHNiybAMJBjwcA	[u'4E-_pLZtFdU']	[u'2014-05-11T07:37:43.000Z']
27880804	UC5b2Nyj8_fqVgiqA96cDCEw	[u'vxY3EBCnOUE', u'iu_QgAoIgBU', u'PXzCDNqraIo', u'KATcgm6xF8E', u'C4NblZNI1UQ']	[u'2014-01-23T15:42:38.000Z', u'2014-01-22T22:12:38.000Z', u'2014-01-22T19:47:53.000Z', u'2014-01-13T18:34:37.000Z', u'2014-01-13T17:40:01.000Z']
73419	UCXbrTCb8KtAplRYgFWaELGg	[u'kT9jx2kWpSE', u'ddYwOG5at3o', u'Q9aYkPgbPiM', u'3pvwsQKpwzE', u'9yRpsIDcUJg']	[u'2014-01-17T19:13:43.000Z', u'2013-09-17T22:43:28.000Z', u'2013-09-12T22:45:32.000Z', u'2013-09-12T22:45:15.000Z', u'2013-09-12T22:45:12.000Z']
27881521	UCdhujyJCJBSoX7SRoJJWgjg	[u'8TJEKNnETTQ']	[u'2013-06-04T06:35:11.000Z']
27882198	UCwAVKZKMkKNEMShMK68PuzA	[u'zbDA_YIRdx0', u'LQZedkxKJas', u'DmZ4Hb5RIOU', u'YQNgv5crqUo', u'tJzBwsj9cXk']	[u'2014-10-08T02:06:05.000Z', u'2014-08-03T16:01:47.000Z', u'2014-07-24T23:00:03.000Z', u'2014-07-22T15:00:12.000Z', u'2014-07-10T04:41:56.000Z']
185734	UC7PFSYTapw1KyqKnTRdrjgg	[u'hNwUpTPvh30', u'a38b1ErPPF0', u'BjLGQKe2FNM', u'pazjcy0JM-8', u'VP6ffu5z_u0']	[u'2014-12-12T21:51:21.000Z', u'2014-12-09T04:43:49.000Z', u'2014-12-04T19:37:58.000Z', u'2014-12-01T03:59:24.000Z', u'2014-11-24T02:48:00.000Z']
27883155	UC_yuwTMkfZihNSSIZb_0MeA	[u'hzfSOjG9_kg', u'7ZNDQ1wl86Q', u'fpGzNQeQmCo', u'N_sfSjkfzLc', u'kbS0RDcokH0']	[u'2013-12-09T16:20:19.000Z', u'2013-11-18T13:09:17.000Z', u'2013-08-11T19:58:47.000Z', u'2013-06-18T17:13:46.000Z', u'2013-06-02T17:30:10.000Z']
26350622	UCqkN4ywqN2ZQbk8CTc_5rtg	[u'VCR0Gl8Dz_4', u'-r9fqCL0lLY', u'mpI_jhMICD8', u'KImir0BlfWw', u'8E71sOq6x5Y']	[u'2014-10-31T03:50:39.000Z', u'2014-10-21T08:17:48.000Z', u'2014-09-17T03:24:26.000Z', u'2014-09-13T02:26:43.000Z', u'2014-09-12T02:15:01.000Z']
27884010	UC4rUVJg61fVWb6tYYL25edQ	[u'fGOEZ3pMFX8', u'JHqkrq5dF1Y', u'IOTEV_qeiUw', u'oVANcTvCTSc', u'NEtPFN2srUA']	[u'2014-11-07T06:06:09.000Z', u'2014-05-15T11:54:28.000Z', u'2013-12-12T10:44:21.000Z', u'2013-12-11T20:10:25.000Z', u'2013-12-11T17:21:15.000Z']
27880546	UCDnNaNmTa5ab1diTadzCM2A	[u'TsUCTAuqQRs', u'VYWzWNbeO2U']	[u'2014-06-13T14:04:36.000Z', u'2014-06-13T11:31:30.000Z']
166198	UCm_vc9J_8J8Y9xOt5p5m-Tg	[]	[]
56891	UCEFURZhQHnGf4UkbAT58ezA	[u'9e1Wh3e59vc']	[u'2014-08-02T06:23:55.000Z']
27885741	UCO5bfJPpqBVP7SfDKkRY5PA	[u'YcZ2Q97M-L0', u'iLuTAbgjT2A']	[u'2014-09-17T01:27:23.000Z', u'2014-09-17T01:48:59.000Z']
26510898	UC9oRpLqf0L-uowaZcUWNF0A	[u'KMC9vT3anT8', u'tym-DwwaREk', u'sDy9GSSDchA', u'ZhoUU6DbSbI', u'Uo-Br8XRt_s']	[u'2014-07-04T11:58:40.000Z', u'2014-02-20T10:06:11.000Z', u'2014-01-14T17:55:06.000Z', u'2013-12-08T19:15:29.000Z', u'2013-10-23T10:35:33.000Z']
265705	UCXhIWF3pHgDTxwfOG5xONHw	[u'3nq07I-NCos']	[u'2013-03-18T21:47:55.000Z']
27888342	UC8YNE']	[u'2011-07-09T23:31:52.000Z', u'2010-08-19T10:01:31.000Z', u'2010-02-22T14:29:53.000Z', u'2010-01-19T00:41:45.000Z']
27877085	UCc7j82czan2K2p_ZrFouV7A	[u'guc2k80XCzo']	[u'2014-08-04T00:00:03.000Z']
27877221	UCuLjpDBLL4L1ysNS9ml1xXw	[u'Y-M19t7Lxgk', u'inSjwuJT-Uo', u'3iWRM7vpy8s', u'187G_-jmuh0', u'alLKqUS7GQo']	[u'2014-07-05T17:04:03.000Z', u'2014-07-05T16:59:29.000Z', u'2014-06-13T23:46:17.000Z', u'2014-06-13T23:14:54.000Z', u'2014-06-13T22:57:38.000Z']
27877520	UCg93gmWMZlUpG_OeB_M7P6w	[u'nfNMeurNkdI', u'7QuwVcLkTIw', u'KUppcyfRTjU', u'BUegvz_AgPo', u'Fv2sSTkdq6M']	[u'2014-02-24T18:59:42.000Z', u'2014-01-28T19:10:15.000Z', u'2014-01-24T15:28:09.000Z', u'2014-01-08T16:29:02.000Z', u'2013-12-20T18:01:23.000Z']
52715	UCBT868fo4xxCeGJSzOOwc7g	[u'Val5dzDHs2c', u'deJCgx2CyBQ', u'EvgIZtUl_Pg', u'ShlL0NoR35Y', u'PHLxJgO_0hc']	[u'2013-07-03T16:27:17.000Z', u'2013-04-09T21:50:17.000Z', u'2013-04-01T21:14:44.000Z', u'2013-04-01T01:21:39.000Z', u'2013-03-29T17:43:53.000Z']
276431	UCLptNnG_fCrRxQoss-fNJ0w	[u'UYpCPC8UhGA', u'GDzEjzIJBXo']	[u'2014-04-15T10:27:14.000Z', u'2014-01-07T03:44:18.000Z']
27878434	UCEmYIY65OLkB3g0hx3VolBA	[]	[]
380500	UCBN16wHfW1u5Pq8EmCONILw	[u'ZLy6IVejV6E', u'cZ9T2zSphFo', u'hWAJr5vEIPA', u'AgltRKxcomw', u'zzCK9vH9f6A']	[u'2014-02-07T19:53:04.000Z', u'2013-04-18T06:13:12.000Z', u'2012-09-26T21:53:19.000Z', u'2012-09-13T23:18:08.000Z', u'2012-07-21T01:09:13.000Z']
13909860	UCUoF9-6mbOAiVj0T3-2bcJg	[u'hr73PNqws-g', u'FM7Lp0cbh2s']	[u'2014-11-30T04:31:57.000Z', u'2014-03-04T19:58:40.000Z']
27879657	UCJHdh7DqxK_E_jorOq4OxsQ	[]	[]
14385664	UCZbtfSm_Pu3VWpvh-w8HUuA	[u'TxtdzPyliJE', u'qKoE7TQJHKs', u'hxjtZn_yRJQ', u'PwBxsobF16A', u'vBUEiEDo2zc']	[u'2014-08-05T17:53:26.000Z', u'2014-05-06T05:54:15.000Z', u'2014-03-07T17:55:10.000Z', u'2013-10-25T16:48:10.000Z', u'2013-10-17T17:57:16.000Z']
27880696	UCfocKTCUwBoTBO5m5m1BbZg	[]	[]
14326094	UCiNhgB0-n01z_khcD8Mvt0A	[]	[]
13996042	UCalz5A-rYzeOzBf4yY2nEiw	[u'nIUYcWRGesk', u'LzlNdtlyPI4', u'WQYPfNAmivo', u'GONah6_2Jys']	[u'2014-07-15T10:56:37.000Z', u'2014-04-09T16:12:27.000Z', u'2014-04-14T20:08:05.000Z', u'2014-03-28T08:10:57.000Z']
27881386	UCBhvsx1P9UhNvWuztuP9LIA	[u'rY9SfFnfl1Q', u'LypqkGNF2uE', u'S84Y3yAzMBU', u'V3qQ9pMsq00']	[u'2014-09-22T14:22:18.000Z', u'2014-06-30T13:27:13.000Z', u'2014-06-23T11:59:34.000Z', u'2014-06-16T13:23:46.000Z']
27881807	UCSd8DfTQAtzDJmuPQSYRcfg	[u'u9AHusfHBKI', u'1E6dvsGrM-o']	[u'2014-12-11T16:50:22.000Z', u'2014-12-03T19:42:46.000Z']
27882358	UC4q_HGXJ5zGDank7or2LIUQ	[u'wqdC2O442lw']	[u'2014-05-10T06:31:34.000Z']
27093663	UC9JLvh9_1k-aP9B-1mPEZtA	[u'nBGuGQ6X54I', u'mzh-7KhYQmY']	[u'2012-10-14T14:29:40.000Z', u'2012-09-06T19:10:44.000Z']
127657	UCqAnNc4FodulUOlEtWub8qQ	[u'8nROosEGy7E', u'WrgFMdtEwQQ', u'KSs0YwTWwiQ', u'orpRGNVUpxI']	[u'2014-09-23T00:39:53.000Z', u'2014-08-04T18:46:17.000Z', u'2014-08-04T18:46:02.000Z', u'2014-08-04T18:42:50.000Z']
27883986		[]	[]
27884026	UCnFnH7wM9p2xUAbna2NCdEw	[u'KWDMXDUErdI', u'KghC_ZQkBsQ', u'YRqIARbeJMs', u'5JuZgscxd24', u'RJjmiVea0-g']	[u'2014-09-08T16:17:01.000Z', u'2014-09-07T14:53:48.000Z', u'2014-09-06T09:28:20.000Z', u'2014-08-31T12:41:00.000Z', u'2014-08-30T10:29:13.000Z']
27884433	UCCrdegImW6UV9KqXkWmDC1g	[u'67ruTl4xFcc']	[u'2014-08-25T15:26:45.000Z']
24882270	UCRxLFt-qJHbT-zzeZt4eQpw	[u'1OxUtlo6l_g', u'K3T6wuw8W6c', u'YSyyMYF-w04', u'ocmXtquiWZo', u'2clDO-cPv9A']	[u'2014-10-15T17:53:10.000Z', u'2014-09-08T14:32:49.000Z', u'2013-04-11T15:32:02.000Z', u'2013-04-10T17:20:14.000Z', u'2013-03-15T17:23:06.000Z']
27885400	UCkr3vNWvNvi9_x4n_GW7a3w	[]	[]
26483992	UCIL-6yW9cBHGuc2RTodxFOg	[u'fmIvyJjoi-w', u'bCsXR9k2Uzs']	[u'2014-12-11T00:15:52.000Z', u'2014-11-11T16:14:25.000Z']
27887005		[]	[]
396724	UCuav2QfBg9iapzC9EEhRBRw	[u'KuZmogDMl7M', u'E5vLiS4z1vM', u'O_VB24OG0dM']	[u'2014-11-27T02:09:32.000Z', u'2014-11-23T13:28:37.000Z', u'2014-11-22T16:07:25.000Z']
27874287	UCvOm8kKZi0lu7YXnMYQTwAA	[u'JTIRdiO9wWQ', u'8sy6-m3cZr4', u'KX_-o_iYarE', u'44ie3VHcQcs', u'48mOuKA3484']	[u'2014-03-17T23:46:16.000Z', u'2014-02-15T00:25:23.000Z', u'2013-12-15T02:37:30.000Z', u'20122:25:22.000Z', u'2012-11-22T22:19:37.000Z']
24388369	UCPnjke8VAj9q2QxjXBajn3g	[u'iEA_ZZa07jQ', u'Kw87uOnOFWs', u'7-qQ4mkdvS4']	[u'2014-09-30T13:22:06.000Z', u'2014-06-09T17:16:03.000Z', u'2014-02-27T14:21:12.000Z']
13881819	UC73F2Y73yE4EZRLRiOltL6A	[]	[]
27709507	UCe64CpTcNEDBbAG3-M63NnQ	[u'NhFIYBgvtf0', u'0mYTP4jg5uE', u'Eh-NlHJIfak', u'T93CLf-Jrck', u'kmwL2tF-Bmw']	[u'2014-09-08T12:33:24.000Z', u'2014-09-08T10:38:24.000Z', u'2014-07-24T14:38:33.000Z', u'2014-07-23T15:10:29.000Z', u'2014-07-23T14:36:47.000Z']
24449071	UCeB2ImGuza95CwnVDydM_DA	[]	[]
24729792	UCAgv26DkGJb_0XLWZW1__AQ	[u'RzgKwg9sVFw', u'7vqrAJwXWWw']	[u'2013-01-23T12:39:46.000Z', u'2013-01-14T16:34:56.000Z']
27846837	UCAvCL8hyXjSUHKEGuUPr1BA	[u'nsgXj2ceTyo']	[u'2014-11-17T22:15:09.000Z']
423242	UCPnTuRYkpoCLfWjhUAdXZgA	[u'CbpvUaJkj9A', u'T_knyiqE-80']	[u'2014-12-03T10:49:26.000Z', u'2014-11-11T19:02:34.000Z']
13951529	UCP5hp30I0euODei8ihfmbCw	[u'dMz3Z_sO2c4', u'kSHcdfBZ6sg', u'RXmxsQJXNbM']	[u'2014-06-20T08:55:24.000Z', u'2013-07-29T07:39:53.000Z', u'2013-03-01T04:21:23.000Z']
27879644	UCT4iM1w7XBCz-iWRe1_WCDA	[u'0zi-FnexL_o', u'_BBU4iyh-UQ', u'1J6dBVoMOKQ', u'IuUySYZ6h3A', u'FgNFlGNJ5JY']	[u'2012-08-05T06:27:30.000Z', u'2012-08-05T05:26:52.000Z', u'2012-06-24T15:57:11.000Z', u'2012-06-24T15:26:33.000Z', u'2012-06-24T14:58:11.000Z']
27880034	UCiey28LfM_x4LLDiVnPLzqQ	[u'72auFmZHdco', u'EI465DVsKDw']	[u'2014-09-24T16:13:35.000Z', u'2014-03-15T17:18:09.000Z']
27880400	UCqSTAhinDmm2qIw_4YQyLVw	[]	[]
67750	UCKEw_nAk2_RdXwTx5KKIVGg	[u'O9IUzvBuclw', u'_oGqVVoPOCA', u'YnAd3hfY4Ak', u'mU949eR3-EY', u'wjHayhuk2Zk']	[u'2014-11-04T18:53:09.000Z', u'2014-10-28T12:10:11.000Z', u'2014-10-09T11:26:20.000Z', u'2014-08-19T09:54:58.000Z', u'2014-08-19T09:54:34.000Z']
27880810		[]	[]
14349816	UCENXEy6Hy54JJRGHSXDjaUg	[u'7JF78lcqQlw']	[u'2014-12-11T06:06:23.000Z']
27881223	UCp1DqwNVcFrft1wuPXM9rFQ	[u'nh1P_3vSdGw']	[u'2014-12-12T11:45:34.000Z']
27881529	UCzh_U3R0bVVuDEETq8tdptQ	[u'IV0yD2NActY', u'd7J0zwrjzCI', u'0YxxFc6p9KI', u'7dbFnJ_Au3c', u'tZ0hKdRJ7HQ']	[u'2014-08-09T14:44:21.000Z', u'2013-11-23T21:59:21.000Z', u'2013-11-23T21:34:26.000Z', u'2013-11-23T21:21:19.000Z', u'2013-11-15T16:46:44.000Z']
27882231	UC0EHstLdiUKRg6Sr47R1u7w	[]	[]
266385	UCubu9P2JUrqdrfaYbyV2uoQ	[u'OalsPEH2AEk', u'IEz6Evg8y0s']	[u'2014-06-04T10:15:35.000Z', u'2013-11-25T11:26:34.000Z']
27883161	UC84g0qg2vMC1jowc806Py3A	[u'54joYnWjeoM', u'df6XK63qZHo', u'nGn1CmCDibQ']	[u'2014-10-08T19:30:10.000Z', u'2014-09-12T17:14:56.000Z', u'2014-06-01T16:14:41.000Z']
27883810	UCs2mR3h_ADsEsCp-mA3p8ew	[]	[]
27884342	UC0KoR5WQKOQbGGsSp65lYXw	[]	[]
27884456	UCnztYJpBYRGiok3PuYUODyA	[]	[]
205766	UCbTt9jfEEE4bb6eRgGpeV0w	[u'eibbbL4KnIQ', u'QS5OCqCwWg0', u'Uh00vcNUwz8']	[u'2014-05-14T09:35:12.000Z', u'2013-03-17T22:57:37.000Z', u'2012-11-02T03:36:07.000Z']
27885515	UC1psuIWYaMFsZtuqwSU7AJA	[u'vo0Iv1RAw_E', u'FAHIqceD1MM']	[u'2014-10-28T18:05:32.000Z', u'2014-10-17T08:25:34.000Z']
14008719	UCzIrJF-paJrXpvdYpS5LnTw	[u'3uH3A_xFkNY', u'CG5-3vn-qvs', u'nbdWUK6c3tw', u'Sc8QCyQArJs', u'JFJ755fpLXk']	[u'2014-12-12T08:22:31.000Z', u'2014-12-11T14:24:07.000Z', u'2014-12-10T11:28:22.000Z', u'2014-12-10T11:03:17.000Z', u'2014-12-09T08:57:37.000Z']
260164	UCzk0TGHvbWobjEwj8RBQz7Q	[u'TWupqLZRLo8', u'WsyV8f0iWRw', u'tb6nj1H9ilI', u'hXpre3cRK2g', u'MEBZr7SLWao']	[u'2014-12-08T22:26:03.000Z', u'2014-11-26T05:56:54.000Z', u'2014-09-15T02:29:50.000Z', u'2014-08-29T14:16:17.000Z', u'2014-07-15T03:22:03.000Z']
27887856	UC2Qmrwk8yoE-PmVrvS9f69A	[u'SO7euKXuADo', u'wOBxfKYTyfo', u'MjbnPI6sElU', u'gbzGoSnvC_Q']	[u'2011-11-19T00:02:50.000Z', u'2012-05-31T21:20:45.000Z', u'2012-02-14T13:19:28.000Z', u'2012-01-22T19:49:30.000Z']
266376	UCmf-cW0QcF_LjGEO17tFiQg	[u'BXIG2Pdqgb8']	[u'2014-04-16T08:18:25.000Z']
27888800	UCTMPW9OY-8Mfhm87sAI9u2g	[]	[]
13879253	UCxmNWF8fQ4miqfGs84dFVrg	[u'u2_AnI1qI6g', u'XlqaaJdLUcM', u'67jSHYSbWEo', u'nHx8KDG2liA', u'WXiXjAtqWLk']	[u'2014-12-13T08:42:53.000Z', u'2014-12-08T16:12:01.000Z', u'2014-12-06T07:16:20.000Z', u'2014-11-29T18:20:29.000Z', u'2014-11-22T08:57:11.000Z']
277565	UCXmzSGY-', u'Jq874GT3_aY', u'Gkz80XHG7sU', u'1KSN9DgPLi4', u'aWvgFXTVRdU']	[u'2011-06-16T16:53:57.000Z', u'2011-06-16T15:25:40.000Z', u'2011-06-16T15:08:07.000Z', u'2011-06-16T15:07:52.000Z', u'2011-06-16T14:59:08.000Z']
455666	UCahcPYU1kBCyYqdacBzxh4g	[u'jlHjxPHMMtU', u'IYFg-5Goa8Q', u'jllMmDyapbQ']	[u'2014-09-03T17:46:05.000Z', u'2014-09-03T17:45:34.000Z', u'2014-09-03T17:44:22.000Z']
27880399		[]	[]
27880706	UC7d7Qa1iRBXoKi-okJhrPNA	[u'Nf4NhTQBdiQ', u'Ye1o2Jt_3FM', u'Qo8BvF5lee0', u'vV4QxrHk5ZE', u'1R3cgMy7G8o']	[u'2014-11-02T18:09:41.000Z', u'2014-11-02T18:09:26.000Z', u'2014-11-02T15:32:25.000Z', u'2014-10-05T14:44:21.000Z', u'2014-09-21T03:55:29.000Z']
482961	UCkLfEodX7ZKSBh73IIl7cFQ	[u'Du3wxwCOkcQ', u'idEjWBrCEA8']	[u'2014-10-06T17:35:46.000Z', u'2014-07-14T15:51:00.000Z']
27880885		[]	[]
24964364	UCZbasjATYR11ymwsIJakE-w	[u'YuPRULegaEs']	[u'2014-07-28T07:07:06.000Z']
27876492		[]	[]
269604	UCDrJor35jYVnuC3JgRzheIw	[u'8t-iFr9q1I8']	[u'2014-11-13T20:13:21.000Z']
24786933	UCk5Uo5DUzKVAUc3XuZWcpKw	[u'Km-aLuC20kM', u'B-iRb3kqgQU', u'VlFEV6GMU54', u'JZA9lQo3vys']	[u'2014-08-31T12:53:08.000Z', u'2014-08-31T12:50:24.000Z', u'2013-12-16T14:48:37.000Z', u'2013-10-24T03:51:20.000Z']
27882458		[]	[]
13846417	UCn_YXM3qlDKP_X5kFLlwogw	[u'u62A8WZMFiI']	[u'2014-08-27T11:19:36.000Z']
14332646	UCB_Ut6g7BfnztzBXtCZ9-dA	[u'XtvHoSzMiLI', u'pPu1om4WZsQ']	[u'2014-12-11T10:20:45.000Z', u'2014-11-21T09:47:44.000Z']
155066	UCSe-VWoq4gumFruTLcRNSww	[u'ttr4p2IiGUc']	[u'2014-12-01T10:15:14.000Z']
26387946		[]	[]
13982283	UCLRpI5yd10aJxSel3e6MlNw	[u'opmqB118KOs', u'G3aGFC7tNoU', u'WjJVQdskUw0']	[u'2014-11-29T15:07:10.000Z', u'2014-10-19T19:23:53.000Z', u'2014-08-30T16:00:03.000Z']
226423	UCiDvbiFiZZF68gkBD-53BCw	[u'Fhihhe9WU3k', u'H8-DXcMwdZA', u'Vq7y4UFR_Ik', u'K8ij5cLSNnQ']	[u'2014-11-11T11:36:14.000Z', u'2014-11-11T10:16:19.000Z', u'2014-11-11T09:06:12.000Z', u'2014-11-11T08:27:37.000Z']
14376946	UC501QYtWcZ0TJQSm4c4nuEg	[u'SJCPT8uLL80', u'NJxY8nc4JzQ', u'JdijG0XNbGs', u'rdhZfsVbATs', u'OGFmyi2QDrw']	[u'2013-09-02T08:00:07.000Z', u'2013-08-27T17:12:25.000Z', u'2013-08-02T08:00:20.000Z', u'2013-06-28T10:00:15.000Z', u'2013-04-22T08:00:13.000Z']
14362877	UCVs7AAhgRjonyU8aykatZ2A	[]	[]
