artistId	channelId	Recently Uploaded Videos	Upload Times
305381	UCV8Re5Vy8fhsGY9jjO_0CZg	[u'vJ-5QusZXHQ', u'V1notTAZ8AI', u'DcgcNFs8LWo', u'n0JwD_OE2cg']	[u'2014-05-23T10:48:44.000Z', u'2014-02-05T17:32:07.000Z', u'2013-11-10T17:46:46.000Z', u'2013-01-28T12:23:20.000Z']
306761	UChKE0p0eDfqLSRhZn4pk0gw	[u'XPrFaD5EB_M', u'_U7QfVA1hjg']	[u'2014-03-14T17:23:45.000Z', u'2013-01-11T18:20:31.000Z']
308204	UC4bQSvfzqx4r3YmPw3Osx3g	[u'BcKvQyBbCjU', u'sQamxXMdrNk', u'9a51pzFEIzk', u'Xsh7b02iQL0']	[u'2012-09-13T09:03:02.000Z', u'2012-09-12T11:19:43.000Z', u'2012-09-12T09:28:34.000Z', u'2012-09-11T16:42:21.000Z']
309367	UCaeAvx4IjqRnNbGrL_zk0-A	[u'j76-0GbEoBU', u'SF9v9YysvUI', u'Zo2oFIXya_I', u'fbabmyBCWII', u'3d-5hflhBKU']	[u'2014-06-03T15:04:57.000Z', u'2014-05-30T17:26:22.000Z', u'2014-05-29T13:04:55.000Z', u'2014-05-28T13:17:39.000Z', u'2014-05-16T22:40:10.000Z']
312472	UCBRFlde39a2U4nAkmGqJwAQ	[u'l05tcAFLTRI', u'6BMqNWTlNPQ', u'7IPUShvY1Nc', u'-WDcpwZqYlU', u'aOQTR5W_bUg']	[u'2014-10-21T22:55:37.000Z', u'2013-11-15T00:30:10.000Z', u'2013-07-31T18:03:21.000Z', u'2013-07-29T04:00:25.000Z', u'2013-03-26T14:27:13.000Z']
313321	UCurggpm6ycqKCE2bOVmft1g	[]	[]
316745	UC4gg5MYPpJ4zATVEBnh3bsw	[u'1x_sgeomKbQ', u'3015hZ9dH8s']	[u'2012-06-13T02:03:38.000Z', u'2012-06-13T02:03:38.000Z']
318449	UCdfeDCue-TEzNYu36fOkEbA	[u'OPXO3vQkSPQ']	[u'2008-07-03T07:29:06.000Z']
319043	UCzf-dxU1d32UPAQDojKIEMg	[u'BbMmU4LA3cs']	[u'2010-04-27T04:06:42.000Z']
321202	UCWlToOFj8pcwgss3Y9fN1Zw	[u'W_C2mYqNPPw'oAMlh7g	[]	[]
280566	UCG5_dHen8VZF4G6Bo40atsw	[]	[]
283416	UC77xU7FMmeauXxS7Oy5J_6A	[u'LrmI8vOjrUM']	[u'2013-10-04T13:34:07.000Z']
286654	UCFRZRx9ykfwFsVh6LF-kJ6A	[u'RYgqAw7YbM4', u'35sAtGu-RXo']	[u'2014-11-21T19:06:42.000Z', u'2014-11-12T00:01:31.000Z']
289489	UCMk5eJJahwGrVSpwb72jSqg	[u'eG4NRBWH8kE']	[u'2014-11-11T09:49:34.000Z']
291659	UCcMJvZWIGTFv1zfs7v02d8A	[u'r9MtuBMen40', u'PVkPHdCD9BM']	[u'2014-12-10T23:08:10.000Z', u'2013-09-02T23:28:10.000Z']
293904	UCibdZY69VqlTG5k_QttdlEw	[]	[]
295402	UCThmCIE3HWs3nMEd5C6x7Gg	[u'hAtOqzz4b7c']	[u'2012-07-09T15:36:51.000Z']
298162	UCxYQ8xYH91tjxfPUf300ywg	[u'NpuapaLEvNs', u'DFQaySLueP8', u'tUA5_LxtM6c', u'yUM34NQdaiI']	[u'2013-02-07T13:07:20.000Z', u'2013-01-28T18:44:50.000Z', u'2012-05-30T09:23:24.000Z', u'2010-02-01T23:41:13.000Z']
300143	UCA2r2MIrJz_RGkRm0jqUhoQ	[u'fgDBrpwh6HA', u'6pyVaqGgLZ0', u'BOKqvw3mKQc', u'y9Vx20uM1Uw']	[u'2014-12-05T12:44:42.000Z', u'2014-11-24T16:22:10.000Z', u'2014-11-24T16:20:43.000Z', u'2014-11-24T16:19:24.000Z']
301159	UC4XuoX0FMqLvtqCWuas_R9w	[u'jaPMzs1Pyh8', u'h4xw0hvvl20', u'ySW1uBUgVEw', u'0D_wuFPXQBY']	[u'2014-09-17T19:48:34.000Z', u'2014-09-17T13:14:04.000Z', u'2014-09-17T12:56:58.000Z', u'2014-08-28T00:52:04.000Z']
303521	UCys6KTuWskyBSIMPXLSk5Og	[u'5DXmnXZfEAY', u'9TVwwU2f9WA', u'ki3wqR2JZ9s', u'M4MWzkoHqzk', u'TD-OAouKwuQ']	[u'2013-02-06T06:45:28.000Z', u'2012-11-06T20:39:36.000Z', u'2012-10-18T02:41:47.000Z', u'2012-06-19T15:37:56.000Z', u'2011-12-21T22:33:04.000Z']
305078	UCmemENU324M_JReZgBBHkLQ	[]	[]
306809	UC_fN8QapvzsTxrddAN3w9tw	[u'o_l4Ab5FRwM', u'sXYIxJScSik']	[u'2014-08-11T07:00:05.000Z', u'2014-03-24T13:00:05.000Z']
307473	UCVfJOz9G-DJlag1H_DOZx0w	[u'qZDeaSQNknA', u'VlsMz9UB30g', u'9_xhkDX8cVo', u'OBL9KFxIzBQ']	[u'2014-12-06T16:58:46.000Z', u'2014-12-02T23:54:40.000Z', u'2013-12-14T19:48:53.000Z', u'2012-07-06T15:48:25.000Z']
309362	UC9jVpF9sQwxwefHYhABmhnQ	[u'3DFa2ErfbWk', u'f5JNFbbndaU', u'TtcBsFmPsG4', u'ECAzInO6w1Q', u'tUVPF1Dkw7Y']	[u'2014-12-05T13:50:26.000Z', u'2014-11-05T14:30:45.000Z', u'2014-09-22T12:51:11.000Z', u'2014-09-01T09:00:16.000Z', u'2014-07-07T12:49:16.000Z']
312125	UCh5Jn_Vg4oa5CQK3v-4a0vA	[u't4UQTuiioOw', u'-xI5XNTTKNg', u'82mZPc77u9s']	[u'2014-11-19T23:44:09.000Z', u'2014-11-13T00:07:08.000Z', u'2014-09-24T03:09:53.000Z']
314551	UCagecqzDPZS3F6jMz-oB82A	[u'BC1o82PTwLM', u'yjHSmSxDS2E', u'bf_DlPWcQwA', u'b4ubmyyspDU', u'0b0VdQU2MeQ']	[u'2008-12-20T10:47:10.000Z', u'2008-05-16T16:24:24.000Z', u'2008-02-15T16:47:41.000Z', u'2008-01-29T09:47:02.000Z', u'2008-01-14T08:09:28.000Z']
315638	UC8V4BtDjvOKo_cN4t9PWRDw	[u'1SMtCbm4nqo', u'vI0jc60ZkkU', u'dL7cu_Ah92Q', u'W3d9kTJs9WE']	[u'2014-02-21T19:13:19.000Z', u'2014-01-04T18:02:04.000Z', u'2013-11-18T13:43:43.000Z', u'2013-08-04T00:40:28.000Z']
318607	UCLesKuHepvSFR8mpohAGk4g	[]	[]
319083	UCrJV6Aarq5Lxv3lWxtyT4-g	[u'FKjiN1mppFU', u'j_oohbrkNvM', u'SoqFra1il7I', u'YYFhbaXYDqA']	[u'2014-03-05T14:02:49.000Z', u'2013-03-12T06:19:23.000Z', u'2013-02-12T10:26:06.000Z', u'2012-11-27T10:42:04.000Z']
321022	UCTJiAQ_hLczra5O9bt8QvUQ	[u'u0SKTBOvsew', u'ClXxpTLRCUQ', u'alinbLq5K50']	[u'2009-07-29T18:30:42.000Z', u'2008-01-09T15:41:18.000Z', u'2007-08-28T19:47:27.000Z']
322347	UCJ-GirP7Crh-6TrEvqDoxFg	[u'BOEDWtA63M0', u'_0KX_K15ZNo', u'GELRO2cymxc', u'mmL7boDCx1Y']	[u'2014-10-17T20:08:06.000Z', u'2014-05-28T20:15:38.000Z', u'2014-03-20T21:49:42.000Z', u'2014-01-12T20:32:53.000Z']
324581	UCai1EwGLXWW83sy8qnCliiQ	[u'Ji4mrbQLQ0k', u'qAoQIZrJ2p8', u'IQ24e3p2hW0', u'ystfI2Nfess', u'RQTSf-mj75g']	[u'2014-10-18T16:38:39.000Z', u'2014-10-12T14:56:38.000Z', u'2014-09-26T06:04:25.000Z', u'2014-09-15T10:03:58.000Z', u'2014-08-15T10:43:00.000Z']
326744	UC1KB3SmcZyGR28esQvd5b-A	[u'2DxF6CpdK88', u'e86izGi5T50', u'nYZ0oKJj6bM', u'ZzGJijpDuV0', u'72jeyWrsvxM']	[u'2014-08-25T15:32:27.000Z', u'2014-08-25T15:32:17.000Z', u'2014-07-03T09:00:53.000Z', u'2014-03-04T20:18:31.000Z', u'2014-02-06T13:58:23.000Z']
328132	UCJASaPTjWflcwtPhzAdQm8Q	[u'ubdWPJSCbos', u'fO2gm29rI7E', u'R7eRrTKmYO0', u'zR-AOZfLh7w']	[u'2013-09-16T12:55:55.000Z', u'2013-05-06T23:01:06.000Z', u'2013-04360	UC0RvyQ0p_NTTUIQmURSC5cg	[u'QMSmttkX5_w', u'gpgPxCpdsRU', u'sPBubstA3xU', u'UkckL3a4GuA']	[u'2014-08-11T23:40:51.000Z', u'2014-06-30T14:48:14.000Z', u'2014-05-01T19:35:45.000Z', u'2014-04-02T13:49:18.000Z']
292255	UCj6RbI_1qqRBvoraL4pbhew	[u'ZCNnN5gpsrc', u'A-KOg3LBRco']	[u'2014-11-03T21:31:01.000Z', u'2014-10-04T19:57:12.000Z']
294435	UCAKPElaKgl-oKg3aHtxSNgw	[u'xa7ZYztgSYs', u'PQ1K-NZQzmw', u'CDzBx5gA3Hw', u'J1bN_BOJyLM', u'JPx32TJyL8Q']	[u'2014-12-05T09:14:59.000Z', u'2014-12-05T08:25:59.000Z', u'2014-12-01T19:03:00.000Z', u'2014-11-27T18:53:50.000Z', u'2014-11-18T09:16:58.000Z']
295706	UCR0Gg6oq6BFtgamwUa01kTg	[]	[]
298463	UC5zz-7a5DaI1dB_7VhnXqnA	[u's7xZSG34EcE', u'vVhP_clmHaQ', u'xs7tuIhWIVU', u'4wOHbcE2nRQ', u'7_XuUifXzTs']	[u'2012-02-09T21:29:05.000Z', u'2012-02-07T20:44:00.000Z', u'2012-02-03T21:33:43.000Z', u'2011-05-30T18:40:18.000Z', u'2011-05-24T21:39:32.000Z']
300389	UC8I5yR_eJ3iM8eOROx8vbQg	[u'dsXzW3jmvXU', u'wQ6mo5G6lFk', u'gWQKn26_I_A', u'peE82OVaSSc']	[u'2011-02-04T16:52:06.000Z', u'2010-08-24T12:45:08.000Z', u'2008-09-22T04:26:10.000Z', u'2008-09-22T01:54:22.000Z']
302001	UCBjdK9vVO7s9c68nq27oSAg	[u'SAIWT90iV7I', u'5NzXedpNcQ0', u'UocaNSaDqVo', u'NY3KxtcHURk']	[u'2013-06-24T18:23:25.000Z', u'2012-09-08T18:36:44.000Z', u'2012-04-18T08:32:17.000Z', u'2011-08-10T10:54:01.000Z']
303696	UCEGnUgc9JNfV3EOm0BX6WfA	[u'zrxAC07Y2wI', u'2t7XPGVhBXA']	[u'2012-04-17T05:50:10.000Z', u'2010-02-24T06:13:19.000Z']
305963	UCJvdczqQM9x-6BcBvyhYzUA	[u'UEFdZ0l7nGw', u'aOLaV0QXrLs', u'M90hmSr4lMY', u'e3DxPRSWalc', u'3AKFeULTanA']	[u'2014-07-25T17:41:57.000Z', u'2014-07-25T17:15:06.000Z', u'2014-07-25T16:41:07.000Z', u'2014-07-25T16:12:56.000Z', u'2014-07-25T16:05:10.000Z']
307341	UC2b_Poiry5LG4gecha-UhwQ	[u'WB_YDNlAorw', u'Ao8AhKaUna8']	[u'2014-10-21T09:44:31.000Z', u'2014-09-10T11:36:45.000Z']
308585	UCAlpFZy8THywqwGlHm6a56g	[u'HWvq2iqRQzs', u'lZiQV832lxA', u'YyG2Xuz0VhM', u'-PQQ8hBwcHE', u'IKy9lODIzZ4']	[u'2009-10-13T13:02:23.000Z', u'2009-09-07T15:31:18.000Z', u'2009-09-07T14:54:53.000Z', u'2009-09-07T13:19:46.000Z', u'2009-09-07T13:07:10.000Z']
309486	UCukezONa4veoJBeK9UuVZew	[u'HUT5-_zEj7M', u'IUSfntg5hIE', u'60hd9FT2EXM']	[u'2014-11-18T20:03:20.000Z', u'2014-10-12T15:03:37.000Z', u'2014-08-26T09:26:01.000Z']
312206	UCfTjGan_aPViQ3yUec1LMWA	[u'ntshA7T-8FI', u'DE16xPPjpUk', u'UVlFI2jtDio', u'jpbZSvSGyvg']	[u'2014-10-28T12:53:47.000Z', u'2014-06-11T21:46:21.000Z', u'2014-06-11T21:26:08.000Z', u'2014-06-05T18:16:03.000Z']
315124	UCi7gqnXoViOvakC3zem7gYQ	[u'U4ezitkNm4Y', u'xpCZny4CJTM', u'c-fI9w4Ap1A', u'A-Ek6vnjkiE', u'BM0mK4aCZu8']	[u'2009-02-28T03:17:44.000Z', u'2008-01-01T02:18:02.000Z', u'2007-11-08T04:45:40.000Z', u'2007-10-21T04:35:55.000Z', u'2007-10-21T01:52:01.000Z']
317732	UC91A1BLT5V4kzqT-eCmEtRQ	[]	[]
318878	UCqGbmzCfCTcGy2RdYRJFRPw	[u'yQ0eQkHI5B4', u'SOYzek6ci14', u'n7qdiEEiaFU']	[u'2014-12-11T04:48:08.000Z', u'2014-12-01T02:04:13.000Z', u'2014-10-27T15:00:12.000Z']
319547	UC-hE2qM--igLDBTgYLTkBMQ	[u'xQFLFlOUWcs']	[u'2014-10-21T21:47:32.000Z']
322088	UCsFfs7XSOuHi6cHRQERZr9A	[u'4NhgzYAj4gc']	[u'2014-07-02T17:02:57.000Z']
323201	UCjW4V3dpoPFkalsLZiku2VA	[u'ZxQTFc8W9Gs', u'e5TN2s87GA8']	[u'2014-07-30T21:48:59.000Z', u'2014-07-30T10:14:27.000Z']
325471	UC7sSyilIlqFf8D-o-_TnPVQ	[u'DekeSsJTdM0', u'JiuNZsnOC2Y', u'm24bGdCEksU', u'TWARqTA3q28', u'vmw1OqKrsPQ']	[u'2014-07-28T06:15:32.000Z', u'2014-02-07T14:20:15.000Z', u'2014-01-10T15:13:13.000Z', u'2013-09-17T10:36:46.000Z', u'2013-09-17T10:35:45.000Z']
327046	UCrqQhxKQDQNG5_uwzNGETXg	[u'NGHNzX6TA3M', u'b-Q9x5Vpq9A', u'CL9lvuev_uk']	[u'2014-06-03T19:01:44.000Z', u'2014-05-21T06:09:01.000Z', u'2014-04-21T17:35:21.000Z']
328294	UCAnxQOgOE6nzDL674IObosQ	[u'XQ0QVLvZBTs', u'oDqV3MJVX7k', u'_iIZ01e8FR4', u'0salnSJXfok', u'IeP4_12dbu4']	[u'2014-06-25T11:58:20.000Z', u'2014-05-21T10:22:25.000Z', u'2014-05-06T10:11:53.000Z', u'2013-08-24T22:12:07.000Z', u'2013-08-13T22:19:32.000Z']
330599	UCnuYs72iXeHa--WcHPvj44g	[u'DRdzx_95hVo']	[u'2012-05-14T19:00:52.000Z']
333298	UCPgj65A5ZQz3PftAOoB2J2Q	[u'lDH2_QTftRA', u'k1-HxLtkslY', u'JQ7NnjuIJp8', u'2RSbBEhei9W0-Q4il8Qw	[u'l1msT_QeoFI']	[u'2014-09-26T05:45:34.000Z']
292980	UChM9z3-_eRBGyOmfZ1UhW9g	[u'sCKGJDlQ5YI', u's8qaA4ss77Q', u'-zPgtqVwPhQ', u'0Qk6Z9wcK6I']	[u'2013-10-24T14:02:54.000Z', u'2013-10-20T18:55:51.000Z', u'2013-10-08T11:07:18.000Z', u'2013-10-05T13:49:12.000Z']
294458	UCRmcurMxuheeS5AKdayhLJQ	[u'D8wTBGc6BVc']	[u'2014-11-12T22:30:40.000Z']
295785	UCex0VMwPvMUP7yrAUZTcxXg	[u't-odUZ1pafA', u'bKGUcESF83M', u'0MLBuPiF-5U', u'03n2pqoyrNQ', u'YpFBU0vmc7k']	[u'2014-11-21T17:39:47.000Z', u'2014-11-09T04:39:41.000Z', u'2014-11-09T02:44:14.000Z', u'2014-11-09T02:40:26.000Z', u'2014-11-09T01:45:59.000Z']
298505	UCCRGYIGBePq491dGwiV-VMw	[u'2jTzElMi0qM']	[u'2014-10-13T09:20:01.000Z']
301342	UCb3TcM3fUfd-Xg2OXSQpOUA	[u'rY24Soe1jpc', u'3FD-nmoJC2c', u'NmLxlWRPKdQ', u'kHUWtYAlKxc', u'vaq5zZcCu78']	[u'2013-12-25T09:44:39.000Z', u'2013-11-30T14:02:52.000Z', u'2013-11-18T15:39:00.000Z', u'2013-11-11T18:05:13.000Z', u'2013-10-05T13:32:26.000Z']
303333	UCub74YFh9VT8Xz6vBFawg4w	[u'zJ5ykFN8wlY', u'UgKMdqSUkKc', u'AmythXmakoo', u'9JCen-D3buQ', u'4rbHRWO9j-M']	[u'2013-11-28T06:58:33.000Z', u'2013-05-08T09:16:52.000Z', u'2013-05-08T08:52:31.000Z', u'2013-05-08T08:29:04.000Z', u'2013-05-08T08:21:53.000Z']
304468	UCO_HyQeWFT9Cx4hLpGkGsSQ	[u'88PTpyKocos', u'HcNKOejinPA', u'zv4Gua3nXvE']	[u'2014-05-22T10:30:02.000Z', u'2014-01-31T20:21:20.000Z', u'2013-12-18T12:26:41.000Z']
306204	UCJ-jDtXiePE1RfuLWQDaPUA	[u'_4baaLiE6Lo', u'R9eYHT9FdLM', u'-ULzW679PPQ']	[u'2014-11-03T00:26:21.000Z', u'2014-02-21T19:34:09.000Z', u'2014-02-20T19:33:16.000Z']
307398	UCgRdAoTlnrFoaaTWgO-34pQ	[u'lOHAuPeZAYg', u'SQbW-Es8tt8', u'QS10nkLfYxw']	[u'2014-11-17T16:39:13.000Z', u'2014-11-11T11:56:56.000Z', u'2014-10-15T13:08:21.000Z']
308270	UCHT0hE-gh9nvts5nOdZx8eA	[u'r3CMC635yus', u'ARz36OYAFOc', u'KNoz--gPfmE', u'BLdv_0yczt0']	[u'2013-01-18T16:46:37.000Z', u'2013-01-04T12:01:47.000Z', u'2012-12-25T10:02:43.000Z', u'2012-12-21T14:15:25.000Z']
309665	UC-JXGMBpwJlqJSn_jXX5AHQ	[u'LJUwVfjUMT4', u'_jEh8W70uGE']	[u'2013-05-05T12:43:45.000Z', u'2012-08-22T14:56:04.000Z']
313106	UCm7XDBUbS15RqETYqhdO0sg	[]	[]
315129	UCEqpHhAN-jdhA6F1Lecd5wg	[u'wfjjYN73CWU', u'ikptU7LLNXU', u'FVtH2Mo_66I', u'kve462MaYFc']	[u'2013-08-30T15:49:27.000Z', u'2013-05-24T14:00:48.000Z', u'2012-11-15T21:52:22.000Z', u'2012-11-01T14:55:17.000Z']
317987	UCEQBc1Axc3QgKppbfDLZJZA	[u'7XaOPt9F6Sg', u'cor5C_VUaI8']	[u'2013-11-30T05:01:29.000Z', u'2013-11-28T23:30:05.000Z']
318942	UCvW1AKwbhtCBpaKrmA0qjrg	[]	[]
320314	UCA3FC-dgRxluBFMxXJJmo4A	[u'2YLDzTx9w4k', u'Ivcr-zD9vfM', u'3NIFq-2P5K4', u'2dPKPRCnvcQ']	[u'2013-05-13T16:23:03.000Z', u'2013-05-06T05:29:59.000Z', u'2013-05-01T06:59:56.000Z', u'2013-03-18T07:26:51.000Z']
322670	UC1p8UKWI8vOq7LyVNatpc5w	[]	[]
323636	UCnhpteoKi5Oh5RRFmXlySxA	[u'JftLOmTWLOk', u'V7fSo7jQGwY', u'5qbjPhNNDr0']	[u'2014-11-18T17:24:54.000Z', u'2014-07-03T18:59:44.000Z', u'2014-06-12T18:16:13.000Z']
325665	UCROf-FwSDPDXA6NyL2tlDPw	[]	[]
327595	UCfx6ucORZQGe5C8gnoM4ITg	[u'DmXF07Pgxyg', u'zIi2Du3cKrw', u'qXpysP7Idmk']	[u'2013-07-13T11:32:42.000Z', u'2013-05-05T07:21:11.000Z', u'2013-05-01T07:36:35.000Z']
330379	UCOvU5r9F_O1DHmPjShZcC-A	[u'1kDOwKEzTBM', u'l-_4KpTF1OE']	[u'2014-08-18T15:15:58.000Z', u'2012-10-07T00:14:45.000Z']
333297	UCXZwsjh089km2RF9oyuxe3g	[u'DGIYXuZIWBY']	[u'2014-10-14T10:16:15.000Z']
334874	UCezHNUpdO_d-QIEZSlH7uGA	[u'TGwyWQJVt0o']	[u'2012-10-26T00:23:00.000Z']
338034	UC3H7YwSJcxxJdgI38PrpLtQ	[]	[]
340352	UC1uh3tMXSenbfK6s91MyHZg	[u'MQInXNxi6v8', u'x4zDc9GPhV4', u'AIruwzhozTc', u'I9GwzUpURyc']	[u'2014-11-20T17:02:13.000Z', u'2014-09-02T20:06:01.000Z', u'2014-07-15T14:34:29.000Z', u'2014-05-12T18:47:11.000Z']
342086		[]	[]
344212	UCuQq5k9DLe9JHwt0YSEfROQ	[u'DIIjQD3UPzY', u'LcilAbUlSUI', u'G6lK5jw_LDE', u'fwjlhWTHtpw', u'BPIq1hGsNQk']	[u'2013-03-22T21:04:01.000Z', u'2012-11-12T13:38:10.000Z', u'2010-03-06T19:40:58.000Z', u'2009-04-26T12:20:42.000Z', u'2009-04-25T22:32:55.000Z']
345917	UC599MoN2FAQyhHeopdKDHqA	[u'LY1G03vjesw', u'SCjhtW22A2c']	[u'2014-11-07T19:59:58.000Z', u'2014-11-02T20:54:38.000Z']
346936	UC6awBq3lKY35T__puHY2OYQ	[u'zbUBQ23:21:54.000Z', u'2014-08-16T22:50:38.000Z', u'2014-08-16T22:48:02.000Z', u'2014-08-16T22:37:40.000Z']
303212	UCb1q3Ja8mU8ybKlcrmG00Rw	[u'Vke4CXEu9NA', u'c6IeIEfH_7I', u'wbu4gO5K0Vs', u'gsoSu2KXP1c']	[u'2011-07-05T19:16:42.000Z', u'2011-02-23T02:16:54.000Z', u'2011-02-17T22:47:17.000Z', u'2010-06-21T19:56:06.000Z']
305217	UCJXYjOI_Y6dH89XFVntED9g	[]	[]
306673	UCPc72-99mUPrcdQVgBzzCJQ	[u'cNUCcyDJk54', u'Qkmdowhqdxk', u'SbdwMgZm4Sk']	[u'2014-05-20T04:56:47.000Z', u'2013-10-17T15:39:49.000Z', u'2013-08-29T11:35:52.000Z']
307588	UCkL664HmTJ1yhGfh7Emf4WA	[u'5o2v7YszaJ4']	[u'2014-06-19T19:05:10.000Z']
309509	UC_XP4-gBJUERbnrHmwipixA	[u'v_TgifJPUbU', u'61Uwz-8XHlU']	[u'2010-07-29T07:22:15.000Z', u'2010-07-29T05:03:04.000Z']
312937	UC_Mg2zmdx5HM5UDsw4vcMAA	[u'ssjANp8Rav4']	[u'2010-08-19T09:48:27.000Z']
313424	UCTE8ueKNA54RcO6MgXif2Tg	[u'wcXTzM0XzF0', u'21cup1MnwfQ', u'YqAYUOPzG-M', u'MmpyIPu3bDo']	[u'2012-11-20T07:16:51.000Z', u'2012-09-24T14:28:04.000Z', u'2012-09-24T04:19:13.000Z', u'2012-09-21T16:00:14.000Z']
315892	UCQuI492tj5iApjziSFlo4Pw	[u'PrpThqTzRck', u'4bTHG0lNR0M', u'mZJJUW02znQ', u'ac_wBOMfMnQ']	[u'2009-08-05T19:14:18.000Z', u'2009-08-05T18:59:34.000Z', u'2009-03-30T22:00:12.000Z', u'2008-07-15T14:35:35.000Z']
318001	UC0hBfN2dXvW6xsxF_qeZt6w	[u'7rdoM9V_k5s', u'I8qVOFbcPBQ', u'2sjFC1WuiWk']	[u'2009-03-30T20:27:45.000Z', u'2009-03-30T20:45:50.000Z', u'2009-03-30T20:49:24.000Z']
319002	UCLWJqwGpapHwfeFzSaw7LxQ	[u'k80PqtBPUPw', u'P64FGFQTCPc', u'fqVT98QJN60', u'Y-RbdDr6C5Y']	[u'2014-03-08T17:33:43.000Z', u'2013-12-18T19:59:14.000Z', u'2013-12-18T20:04:47.000Z', u'2013-12-18T19:31:57.000Z']
320878	UC9XfDqYSm6ezuw0y_u3t_4A	[u'dVLp_igUBBc', u'q4jQOT3mzSs', u'P1bcr7Gj-9g', u'xWBKQo9SZL8', u'yCALAYESfpY']	[u'2013-10-21T12:24:08.000Z', u'2013-08-17T16:23:14.000Z', u'2013-06-20T13:49:40.000Z', u'2013-06-10T17:14:34.000Z', u'2013-03-18T20:08:08.000Z']
322439	UCiPFjLwTTG0d-Zu-RRbR0QA	[u'HqVniBaZi0U', u'h3Aks36gT7o', u'dSA3lrvjV04', u'VUqmh8kI4wg', u'h8TMgUsSpos']	[u'2014-12-01T23:05:36.000Z', u'2014-11-24T11:24:46.000Z', u'2014-11-17T09:48:14.000Z', u'2014-10-19T06:28:15.000Z', u'2014-10-15T12:11:35.000Z']
324913	UCbQiZLGmZJjkuFwkdJZeXyg	[]	[]
327153	UCwFeYxCdn6nhydQcBlFIOqA	[u'_PreGYRaMyk', u'IQ3m9uy7dOI', u'NTm5eiFlAsI', u'Gop3oTUlbW4']	[u'2013-03-20T10:05:54.000Z', u'2013-02-08T13:01:26.000Z', u'2012-09-21T17:04:31.000Z', u'2011-11-07T10:16:33.000Z']
330162	UCQbtJr7y4Wrii9c2Lclw7kA	[u'Zp4x7TRC1Kk']	[u'2014-10-08T09:58:12.000Z']
331040	UC7_53g75aj47CXi2rVYDIKw	[u'ifGpGBe6Pf8', u'cuU7Fs0sqEc', u'Wv7desWDNY8', u'47W-ewp1o1U', u'WZTxDmSRG9I']	[u'2014-12-12T04:31:15.000Z', u'2014-12-08T11:46:17.000Z', u'2014-12-05T04:40:16.000Z', u'2014-11-28T03:59:16.000Z', u'2014-11-14T04:53:38.000Z']
333940	UCbtDqfOZwv19Nmu16iDQNAQ	[]	[]
336066	UCPL3OjK_VnApKWENvI8uIrA	[u'i1uPtJ99S0k', u'KCCeDaKGwQU', u'n0v8Iy8WGFM', u'E4E0AvGd4B8', u'c37oaNUNOsw']	[u'2011-03-01T02:45:59.000Z', u'2010-07-19T15:32:17.000Z', u'2010-07-12T17:02:59.000Z', u'2010-07-05T12:54:33.000Z', u'2010-06-16T14:23:32.000Z']
338323	UCiBBtnxr0y43SuKEw5hUGhQ	[u'GvoHiMRO1W8', u'eHoAUth_1_M', u'eJPjvAARYPE', u'wmQjzaXTyZ8', u'Arf44-ack7o']	[u'2014-10-30T18:16:52.000Z', u'2014-10-07T15:31:44.000Z', u'2014-09-23T15:24:15.000Z', u'2014-09-10T18:32:43.000Z', u'2014-08-29T17:14:47.000Z']
341676	UCs2QHxWelj1UsBEheM-ga4w	[u'WtBbis32DB8', u'myBju1NvwSw', u'8pF_PeV5b_w', u'yS6-ythl5ZA', u'Avf6RSiceLw']	[u'2014-11-09T05:45:19.000Z', u'2014-11-09T04:58:55.000Z', u'2014-11-09T04:51:31.000Z', u'2014-11-09T03:53:00.000Z', u'2014-11-08T22:03:04.000Z']
344978	UCThb6-4_Nv2liich11QBezQ	[u'41YmC0wq4_I', u'TkwlaOHaPnM', u'9HbLXp0tvjA', u'Sqfyeu-iHBI', u'C228x-Ek5no']	[u'2014-12-01T19:34:39.000Z', u'2014-11-01T15:15:21.000Z', u'2014-10-03T15:45:18.000Z', u'2014-08-24T08:30:28.000Z', u'2014-08-05T18:37:03.000Z']
348482	UCALvGYb5h_MZCzW_vG8d8eQ	[u'pVd21hjLx6k', u'rCK61S3J2dA', u'0gjm9Uy95lU', u'aoP-Za7h8WI']	[u'2014-12-11T18:13:17.000Z', u'2014-12-10T22:48:25.000Z', u'2014-12-05T20:13:04.000Z', u'2014-12-03T20:45:01.000Z']
349536	UCY1Pr_vxjW7KtHxQoItSvpA	[u'c141lXCr8-c', u'PHFNxDPU8', u'576BoQRhEog', u'kgeZhdAi3Yw']	[u'2013-01-14T13:30:13.000Z', u'2012-03-14T11:25:16.000Z', u'2011-01-20T16:28:36.000Z']
284014	UCBLJjG6QQOHMcj_vhXR1l2g	[u'UISMeIwec38']	[u'2011-05-14T14:06:56.000Z']
287460	UCet0ZrYmw-V_hsGPb7KsiOQ	[u'10SZFHfWSz4', u'bF6oYApTpQk', u'UgGFGLAPe3Q']	[u'2010-12-21T02:51:15.000Z', u'2010-09-16T09:55:47.000Z', u'2010-09-16T09:41:46.000Z']
